Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,12.394288695859103,12.488138669461453,12.38217870891286,12.449689865112305,302220800,0.0,0.0
2012-01-04 00:00:00-05:00,12.412452375297475,12.554136800942699,12.390655206649944,12.516595840454102,260022000,0.0,0.0
2012-01-05 00:00:00-05:00,12.562310297325334,12.6712969460166,12.49328418025834,12.65555477142334,271269600,0.0,0.0
2012-01-06 00:00:00-05:00,12.708232099874056,12.798449075066385,12.691581272457467,12.787853240966797,318292800,0.0,0.0
2012-01-09 00:00:00-05:00,12.881705108242205,12.94982176778416,12.756066007331773,12.767570495605469,394024400,0.0,0.0
2012-01-10 00:00:00-05:00,12.894118942369744,12.896844094285743,12.760609133980752,12.813286781311035,258196400,0.0,0.0
2012-01-11 00:00:00-05:00,12.796330933651246,12.801478082783417,12.694307113653261,12.79239559173584,215084800,0.0,0.0
2012-01-12 00:00:00-05:00,12.784221808058371,12.802991481225648,12.67735318397268,12.757277488708496,212587200,0.0,0.0
2012-01-13 00:00:00-05:00,12.70611310500268,12.728818117055376,12.674627140129493,12.709442138671875,226021600,0.0,0.0
2012-01-17 00:00:00-05:00,12.842347333305588,12.896539122533873,12.804807180901712,12.857484817504883,242897200,0.0,0.0
2012-01-18 00:00:00-05:00,12.925905433612696,13.001893587995779,12.90592476163665,12.990995407104492,276791200,0.0,0.0
2012-01-19 00:00:00-05:00,13.022478820602531,13.059412662571072,12.912280368790388,12.949820518493652,261738400,0.0,0.0
2012-01-20 00:00:00-05:00,12.94194910483768,12.942251450296542,12.707625715347596,12.724276542663574,413974400,0.0,0.0
2012-01-23 00:00:00-05:00,12.796031172403039,12.971017301617694,12.78482983538738,12.939531326293945,306062400,0.0,0.0
2012-01-24 00:00:00-05:00,12.869594495996198,12.869594495996198,12.70157206326322,12.727607727050781,547638000,0.0,0.0
2012-01-25 00:00:00-05:00,13.757838073940295,13.758140419346903,13.43360091971065,13.52230453491211,958314000,0.0,0.0
2012-01-26 00:00:00-05:00,13.573775434267159,13.586792459053298,13.41574412925576,13.46085262298584,323985200,0.0,0.0
2012-01-27 00:00:00-05:00,13.452070827702597,13.577406765807432,13.434815309134178,13.541077613830566,299709200,0.0,0.0
2012-01-30 00:00:00-05:00,13.493546650658212,13.741493381712113,13.483859469394478,13.71454906463623,379341200,0.0,0.0
2012-01-31 00:00:00-05:00,13.792655788732176,13.872882430639354,13.71636448834862,13.819600105285645,391683600,0.0,0.0
2012-02-01 00:00:00-05:00,13.87803115557252,13.895589829077576,13.79144716997927,13.810821533203125,270046000,0.0,0.0
2012-02-02 00:00:00-05:00,13.802043654810467,13.840491656658452,13.743917325355591,13.778429985046387,186796400,0.0,0.0
2012-02-03 00:00:00-05:00,13.84442616164205,13.92616614637218,13.79174852807744,13.916478157043457,286599600,0.0,0.0
2012-02-06 00:00:00-05:00,13.877123558842163,14.076933517802615,13.871674872450159,14.046356201171875,249412800,0.0,0.0
2012-02-07 00:00:00-05:00,14.085109950589032,14.221344912697239,14.064825313157604,14.19349193572998,316223600,0.0,0.0
2012-02-08 00:00:00-05:00,14.244044711320944,14.434468979394168,14.219824740225256,14.431139945983887,407890000,0.0,0.0
2012-02-09 00:00:00-05:00,14.554657950293285,15.038743688587227,14.548602957775064,14.9303617477417,884214800,0.0,0.0
2012-02-10 00:00:00-05:00,14.863458971018026,15.065084601929666,14.790496701292277,14.937932968139648,631302000,0.0,0.0
2012-02-13 00:00:00-05:00,15.122911685202157,15.253091650984508,15.049042363866471,15.21585464477539,517216000,0.0,0.0
2012-02-14 00:00:00-05:00,15.27821681257844,15.426560128323697,15.197687815005427,15.42353343963623,460398400,0.0,0.0
2012-02-15 00:00:00-05:00,15.56884806584579,15.933046623198585,15.042983609472742,15.066598892211914,1506120000,0.0,0.0
2012-02-16 00:00:00-05:00,14.879808033421511,15.285180601870856,14.732371752822571,15.204045295715332,944552000,0.0,0.0
2012-02-17 00:00:00-05:00,15.23129643429789,15.372375416567076,15.146225761101752,15.201325416564941,535805200,0.0,0.0
2012-02-21 00:00:00-05:00,15.345427510029362,15.586713790893555,15.261870201120182,15.586713790893555,605595200,0.0,0.0
